rank,name,king,pic,dir,intro
114,"小森林 夏秋篇",8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",那些静得只能听见呼吸的日子里，你明白孤独即生活。
115,驯龙高手,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...",和谐的生活离不开摸头与被摸头。
116,喜剧之王,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,"
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...",我是一个演员。
117,菊次郎的夏天,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,"
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...",从没见过那么流氓的温柔，从没见过那么温柔的流氓。
118,幸福终点站,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...",有时候幸福需要等一等。
119,萤火虫之墓,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子",幸福是生生不息，却难以触及的远。
120,借东西的小人阿莉埃蒂,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,"
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...",曾经的那段美好会沉淀为一辈子的记忆。
121,岁月神偷,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...",岁月流逝，来日可追。
122,七武士,9.2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...",时代悲歌。
123,杀人回忆,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...",关于连环杀人悬案的集体回忆。
124,神偷奶爸,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...","Mr. I Don't Care其实也有Care的时候。"
125,喜宴,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,"
                            导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...",中国家庭的喜怒哀乐忍。
126,贫民窟的百万富翁,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...",上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
127,电锯惊魂,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg,"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...",真相就在眼前。
128,真爱至上,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...",爱，是个动词。
129,谍影重重3,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...",像吃了苏打饼一样干脆的电影。
130,海洋,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...",大海啊，不全是水。
131,东邪西毒,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",电影诗。
132,记忆碎片,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...",一个针管引发的血案。
133,怪兽电力公司,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...",不要给它起名字，起了名字就有感情了。
134,雨人,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...",生活在自己的世界里，也可以让周围的人显得可笑和渺小。
135,黑天鹅,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...",黑暗之美。
136,疯狂原始人,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...",老少皆宜，这就是好莱坞动画的魅力。
137,卢旺达饭店,8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...",当这个世界闭上双眼，他却敞开了怀抱。
138,燃情岁月,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...",传奇，不是每个人都可以拥有。
139,英雄本色,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...",英雄泪短，兄弟情长。
140,虎口脱险,8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...",永远看不腻的喜剧。
141,"小森林 冬春篇",8.9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...",尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
142,7号房的礼物,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...",《我是山姆》的《美丽人生》。
143,哈利·波特与死亡圣器(下),8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...",10年的完美句点。
144,傲慢与偏见,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...",爱是摈弃傲慢与偏见之后的曙光。
145,荒蛮故事,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...",始于荒诞，止于更荒诞。
146,心迷宫,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...",荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
147,萤火之森,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...",触不到的恋人。
148,恋恋笔记本,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...",爱情没有那么多借口，如果不能圆满，只能说明爱的不够。
149,完美的世界,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...",坏人的好总是比好人的好来得更感人。
150,教父3,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...",任何信念的力量，都无法改变命运。
151,纵横四海,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...",香港浪漫主义警匪动作片的巅峰之作。
152,海边的曼彻斯特,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...",我们都有权利不与自己的过去和解。
153,花样年华,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...",偷情本没有这样美。
154,玩具总动员3,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...",跨度十五年的欢乐与泪水。
155,猜火车,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...",不可猜的青春迷笛。
156,魂断蓝桥,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,"
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson",中国式内在的美国电影。
157,穿越时空的少女,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...",爱上未来的你。
158,雨中曲,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,"
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...",骨灰级歌舞片。
159,唐伯虎点秋香,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...",华太师是黄霑，吴镇宇四大才子之一。
160,时空恋旅人,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...",把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
161,超能陆战队,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...",Balalala~~~
162,请以你的名字呼唤我,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,"
                            导演: 卢卡·圭达尼诺 Luca Guadagnino   主演: 蒂莫西·柴勒梅德 Timothée ...",沉醉在电影的情感和视听氛围中无法自拔。
163,蝙蝠侠：黑暗骑士崛起,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...",诺兰就是保证。
164,二十二,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,"
                            导演: 郭柯 Ke Guo   主演:",有一些东西不应该被遗忘。
165,我是山姆,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...","爱并不需要智商 。"
166,人工智能,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...",对爱的执着，可以超越一切。
167,冰川时代,8.4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...",松鼠才是角儿。
168,浪潮,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...",世界离独裁只有五天。
169,朗读者,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...",当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。
170,香水,8.4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470006658.jpg,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...",一个单凭体香达到高潮的男人。
171,爆裂鼓手,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,"
                            导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...",这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
172,罗生门,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...",人生的N种可能性。
173,未麻的部屋,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...",好的剧本是，就算你猜到了结局也猜不到全部。
174,一次别离,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...",只有有信仰的人才能说出事实真相。
175,追随,8.9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150103377.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...",诺兰的牛逼来源于内心散发出的恐惧。
176,可可西里,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...",坚硬的信仰。
177,撞车,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...",天使与魔鬼的冲撞。
178,恐怖游轮,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...",不要企图在重复中寻找已经失去的爱。
179,战争之王,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...",做一颗让别人需要你的棋子。
180,被解救的姜戈,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...",热血沸腾，那个低俗、性感的无耻混蛋又来了。
181,达拉斯买家俱乐部,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...","Jared Leto的腿比女人还美！"
182,血战钢锯岭,8.7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...",优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
183,地球上的星星,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...",天使保护事件始末。
184,阿飞正传,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",王家卫是一种风格，张国荣是一个代表。
185,梦之安魂曲,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...",一场没有春天的噩梦。
186,牯岭街少年杀人事件,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...",弱者送给弱者的一刀。
187,房间,8.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...",被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
188,头脑特工队,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...",愿我们都不用长大，每一座城堡都能永远存在。
189,魔女宅急便,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...",宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
190,谍影重重,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...",哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
191,谍影重重2,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...",谁说王家卫镜头很晃？
192,惊魂记,8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles",故事的反转与反转，分裂电影的始祖。
193,忠犬八公物语,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...",养狗三日，便会对你终其一生。
194,青蛇,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...",人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
195,再次出发之纽约遇见你,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...",爱我就给我看你的播放列表。
196,模仿游戏,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,"
                            导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...",他给机器起名“克里斯托弗”，因为这是他初恋的名字。
198,东京物语,9.2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832390.jpg,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...",东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
199,哪吒闹海,8.9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...",想你时你在闹海。
200,碧海蓝天,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,"
                            导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...",在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
201,无人知晓,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...",我的平常生活就是他人的幸福。
202,一个叫欧维的男人决定去死,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,"
                            导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...",惠及一生的美丽。
203,你的名字。,8.4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,"
                            导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...",穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
205,末路狂花,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...",没有了退路，只好飞向自由。
206,源代码,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...",邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
207,秒速5厘米,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...",青春就是放弃和怀念。
208,终结者2：审判日,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...",少见的超越首部的续集，动作片中的经典。
209,黑客帝国3：矩阵革命,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,"
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...",不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
210,新龙门客栈,8.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...",嬉笑怒骂，调风动月。
211,绿里奇迹,8.7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...",天使暂时离开。
212,海盗电台,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...",生命不止，摇滚不死。
213,这个男人来自地球,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...",科幻真正的魅力不是视觉效果能取代的。
214,勇闯夺命岛,8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...",类型片的极致。
215,城市之光,9.2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2099815842.jpg,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...",永远的小人物，伟大的卓别林。
216,卡萨布兰卡,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,"
                            导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...",世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
217,无耻混蛋,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...",昆汀同学越来越变态了，比北野武还杜琪峰。
218,初恋这件小事,8.3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...",黑小鸭速效美白记。
219,变脸,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,"
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...",当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
220,发条橙,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...",我完全康复了。
221,"E.T. 外星人",8.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...",生病的E.T.皮肤的颜色就像柿子饼。
222,黄金三镖客,9.1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef",最棒的西部片。
223,爱在午夜降临前,8.8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...",所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
224,美国丽人,8.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...",每个人的内心都是深不可测的大海。
225,荒野生存,8.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...",出门必备：本草纲目。
226,迁徙的鸟,9.1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...",最美的飞翔。
227,无敌破坏王,8.6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...",迪士尼和皮克斯拿错剧本的产物。
